Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Relative Humidity [%](TimeStep),Environment:Site Wind Speed [m/s](TimeStep),Environment:Site Wind Direction [deg](TimeStep),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](TimeStep),Environment:Site Direct Solar Radiation Rate per Area [W/m2](TimeStep),SPACE1-1:Zone People Occupant Count [](TimeStep),SPACE1-1:Zone Air Temperature [C](TimeStep),SPACE1-1:Zone Air Relative Humidity [%](TimeStep),SPACE1-1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),SPACE1-1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),Whole Building:Facility Total HVAC Electric Demand Power [W](TimeStep),SPACE1-1 PEOPLE 1:Zone Thermal Comfort Fanger Model PMV [](TimeStep),SPACE1-1 PEOPLE 1:Zone Thermal Comfort Fanger Model PPD [%](TimeStep),SPACE1-1 PEOPLE 1:Zone Thermal Comfort Mean Radiant Temperature [C](TimeStep),SPACE1-1 PEOPLE 1:Zone Thermal Comfort Clothing Value [clo](TimeStep),SPACE1-1 IN NODE:System Node Temperature [C](TimeStep),SPACE1-1 IN NODE:System Node Mass Flow Rate [kg/s](TimeStep),VAV SYS 1 OUTLET NODE:System Node Temperature [C](TimeStep),VAV SYS 1 OUTLET NODE:System Node Mass Flow Rate [kg/s](TimeStep) 
 03/24  16:15:00,21,46,2.825,165,111.25,670.5,0,22.44166016,40.10678628,15,28,5939.432048,-0.327577516,7.231364899,25.73969748,0.624093989,17.9999987,0.739283683,17.9999987,3.564132997
 03/24  16:30:00,21,46,2.75,160,102,648,0,22.51974705,39.92200441,15,28,5927.752598,-0.295559432,6.815044352,25.8605614,0.624093989,17.99999876,0.739283683,17.99999876,3.564132997
 03/24  16:45:00,21,46,2.675,155,91.5,599.5,0,22.53597121,39.88762121,15,27,5916.353763,-0.284278227,6.678687166,25.85657,0.624093989,17.99999874,0.739283683,17.99999874,3.564132997
 03/24  17:00:00,21,46,2.6,150,81,551,0,22.49422514,39.99389862,15,28,5902.370171,-0.293881798,6.794426375,25.76859014,0.624093989,17.99999876,0.739283683,17.99999876,3.564132997
 03/24  17:15:00,20.75,46.75,2.6,157.5,70.5,502.5,0,22.40141493,40.2151151,15,29,5879.201593,-0.324436802,7.188606449,25.5921166,0.624093989,17.99999875,0.739283683,17.99999875,3.564132997
 03/24  17:30:00,20.5,47.5,2.6,165,60,454,0,22.26124708,40.55451912,15,28,5845.012625,-0.373934378,7.91122644,25.33329436,0.624093989,17.99999877,0.739283683,17.99999877,3.564132997
 03/24  17:45:00,20.25,48.25,2.6,172.5,45.5,343.25,0,21.98253505,41.24409203,15,28,5799.256206,-0.469034157,9.593365183,24.79172354,0.624093989,17.99999875,0.739283683,17.99999875,3.564132997
 03/24  18:00:00,20,49,2.6,180,31,232.5,0,21.61308939,42.18079445,15,29,5701.274119,-0.605567084,12.6903118,24.09607831,0.624093989,17.99999954,0.739283683,17.99999954,3.564132997
 03/24  18:15:00,19.75,49.75,2.475,177.5,16.5,121.75,0,21.084372,43.57867959,15,30,5577.298588,-0.782095366,17.89094855,23.19988935,0.624093989,17.99999972,0.739283683,17.99999972,3.564132997
 03/24  18:30:00,19.5,50.5,2.35,175,2,11,0,20.53150574,45.09489002,15,29,5421.122249,-0.995209209,25.91836541,22.20250001,0.624093989,17.99999964,0.739283683,17.99999964,3.564132997
 03/24  18:45:00,19.25,51.25,2.225,172.5,0,0,0,20.13387628,46.22357131,15,28,5247.362615,-1.161701759,33.39751078,21.57773131,0.624093989,17.99999969,0.739283683,17.99999969,3.564132997
 03/24  19:00:00,19,52,2.1,170,0,0,0,20.76677915,44.4991683,16,29,378.5541901,-1.28138393,39.31474051,21.12679212,0.624093989,18.00016467,0.073928368,18.00016467,0.3564133
 03/24  19:15:00,18.75,53,1.95,160,0,0,0,20.9798586,43.99893515,15,30,348.095256,-1.16764372,33.68162626,21.25996644,0.624093989,18.00015199,0.073928368,18.00015199,0.3564133
 03/24  19:30:00,18.5,54,1.8,150,0,0,0,21.04435076,43.99473913,15,30,317.1630819,-1.14279619,32.50087269,21.19969889,0.624093989,18.00006007,0.073928368,18.00006007,0.3564133
 03/24  19:45:00,18.25,55,1.65,140,0,0,0,21.00717822,44.33854848,15,29,285.7332416,-1.143624638,32.53992669,21.1113818,0.624093989,18.00003302,0.073928368,18.00003302,0.3564133
 03/24  20:00:00,18,56,1.5,130,0,0,0,20.92610912,44.84875569,15,28,253.8078751,-1.160245876,33.32806407,21.01683822,0.624093989,18.0000045,0.073928368,18.0000045,0.3564133
 03/24  20:15:00,18,55,1.5,130,0,0,0,20.84321747,45.23823147,15,27,253.3443098,-1.181667347,34.35644113,20.93487948,0.624093989,18.00018661,0.073928368,18.00018661,0.3564133
 03/24  20:30:00,18,54,1.5,130,0,0,0,20.76809375,45.41709871,15,26,252.7990756,-1.203732264,35.43004613,20.85534461,0.624093989,18.00018457,0.073928368,18.00018457,0.3564133
 03/24  20:45:00,18,53,1.5,130,0,0,0,20.70555848,45.37730601,15,26,252.2601897,-1.224136135,36.43524833,20.78795599,0.624093989,18.00018259,0.073928368,18.00018259,0.3564133
 03/24  21:00:00,18,52,1.5,130,0,0,0,20.64635307,45.18103262,15,25,251.7275796,-1.243697213,37.40964666,20.72053639,0.624093989,18.00018063,0.073928368,18.00018063,0.3564133
 03/24  21:15:00,17.25,54.75,2.025,137.5,0,0,0,20.56662147,45.14045389,15,26,186.5929172,-1.267207982,38.59399724,20.62498175,0.624093989,17.99996255,0.073928368,17.99996255,0.3564133
 03/24  21:30:00,16.5,57.5,2.55,145,0,0,0,20.46957265,45.27603948,15,25,186.5929172,-1.294364291,39.97887087,20.52136763,0.624093989,17.99996984,0.073928368,17.99996984,0.3564133
 03/24  21:45:00,15.75,60.25,3.075,152.5,0,0,0,20.36294243,45.5111981,15,26,186.5929172,-1.324538117,41.53723331,20.40901731,0.624093989,18.00000238,0.073928368,18.00000238,0.3564133
 03/24  22:00:00,15,63,3.6,160,0,0,0,20.24972126,45.77838414,15,25,186.5929172,-1.356679558,43.21773955,20.28947089,0.624093989,18.00001816,0.073928368,18.00001816,0.3564133
 03/24  22:15:00,14.75,64,3.6,160,0,0,0,20.14862736,45.99780292,16,26,186.5929172,-1.387386936,44.84075133,20.18847451,0.624093989,18.00000576,0.073928368,18.00000576,0.3564133
 03/24  22:30:00,14.5,65,3.6,160,0,0,0,20.05809076,46.18906807,15,25,186.5929172,-1.415787432,46.35499769,20.09112124,0.624093989,18.00000274,0.073928368,18.00000274,0.3564133
 03/24  22:45:00,14.25,66,3.6,160,0,0,0,19.97232,46.37321014,15,24,186.5929172,-1.442037017,47.76410863,19.99787571,0.624093989,18.00000242,0.073928368,18.00000242,0.3564133
 03/24  23:00:00,14,67,3.6,160,0,0,0,19.88921104,46.55643845,16,25,186.5929172,-1.467055869,49.11421762,19.90822215,0.624093989,18.00000371,0.073928368,18.00000371,0.3564133
 03/24  23:15:00,14,67,3.6,160,0,0,0,19.81347725,46.73670241,16,25,186.5929172,-1.490299372,50.37346416,19.82830027,0.624093989,18.00000282,0.073928368,18.00000282,0.3564133
 03/24  23:30:00,14,67,3.6,160,0,0,0,19.74244236,46.90861909,15,24,186.5929172,-1.512417649,51.57509949,19.74813884,0.624093989,18.00000292,0.073928368,18.00000292,0.3564133
 03/24  23:45:00,14,67,3.6,160,0,0,0,19.67606993,47.07134835,16,25,186.5929172,-1.532747417,52.68157303,19.6760232,0.624093989,18.00000264,0.073928368,18.00000264,0.3564133
 03/24  24:00:00,14,67,3.6,160,0,0,0,19.61443364,47.22406992,16,25,186.5929172,-1.551695272,53.71384357,19.60890993,0.624093989,18.00000231,0.073928368,18.00000231,0.3564133
 03/25  00:15:00,13.75,68.25,3.725,162.5,0,0,0,19.5501396,47.38316894,16,25,186.5929172,-1.57066363,54.74753838,19.53642572,0.624093989,17.99999407,0.073928368,17.99999407,0.3564133
 03/25  00:30:00,13.5,69.5,3.85,165,0,0,0,19.48376058,47.56045061,15,24,186.5929172,-1.589827577,55.79153123,19.4650794,0.624093989,18.00005376,0.073928368,18.00005376,0.3564133
 03/25  00:45:00,13.25,70.75,3.975,167.5,0,0,0,19.41713459,47.74767308,15,23,186.5929172,-1.609256463,56.84888407,19.3936175,0.624093989,18.00000817,0.073928368,18.00000817,0.3564133
 03/25  01:00:00,13,72,4.1,170,0,0,0,19.3508672,47.93960257,15,22,186.5929172,-1.628643906,57.9021881,19.32237532,0.624093989,17.99997286,0.073928368,17.99997286,0.3564133
 03/25  01:15:00,13,72,4.1,172.5,0,0,0,19.29430168,48.11585531,16,23,186.5929172,-1.646070593,58.8468412,19.26513023,0.624093989,17.99997408,0.073928368,17.99997408,0.3564133
 03/25  01:30:00,13,72,4.1,175,0,0,0,19.24661781,48.2646824,15,22,186.5929172,-1.661296493,59.67012019,19.21348564,0.624093989,17.99997515,0.073928368,17.99997515,0.3564133
 03/25  01:45:00,13,72,4.1,177.5,0,0,0,19.20439826,48.39645394,15,22,186.5929172,-1.674509105,60.38268379,19.16702423,0.624093989,17.99997793,0.073928368,17.9976954,0.358001979
 03/25  02:00:00,13,72,4.1,180,0,0,0,19.16617852,48.51603262,15,22,186.5929172,-1.686292588,61.01652261,19.12523217,0.624093989,17.99986744,0.073928368,17.99720941,0.359950145
 03/25  02:15:00,13.25,70.75,4.225,182.5,0,0,0,19.13866109,48.58874574,15,21,186.5929172,-1.695639002,61.51805062,19.09813531,0.624093989,18.00418737,0.073928368,18.00155235,0.358857864
 03/25  02:30:00,13.5,69.5,4.35,185,0,0,0,19.12098528,48.62776261,15,20,186.5929172,-1.702354496,61.87768748,19.07891554,0.624093989,18.00352998,0.073928368,18.00203805,0.357450095
 03/25  02:45:00,13.75,68.25,4.475,187.5,0,0,0,19.01413158,48.92735673,15,19,186.5929172,-1.70669844,62.10998483,19.06664961,0.624093989,17.87472831,0.199571529,17.86748112,0.48205646
 03/25  03:00:00,14,67,4.6,190,0,0,0,18.09505131,51.72621298,15,18,242.5732441,-1.728342678,63.26320533,19.02572593,0.624093989,16.31778269,0.739241451,16.31778269,1.021768614
 03/25  03:15:00,14,67,4.6,190,0,0,0,18.30445169,51.00205124,16,19,186.5929172,-1.91876134,72.96415191,18.63494403,0.624093989,18.25297457,0.073928368,18.24755342,0.381331345
 03/25  03:30:00,14,67,4.6,190,0,0,0,18.60794702,50.05949883,17,20,186.5929172,-1.888945725,71.51154668,18.62110025,0.624093989,18.00095886,0.073928368,18.00140321,0.362043085
 03/25  03:45:00,14,67,4.6,190,0,0,0,18.78337178,49.53015909,16,19,186.5929172,-1.829789399,68.54841893,18.72174264,0.624093989,18.00012561,0.073928368,18.00012561,0.361632231
 03/25  04:00:00,14,67,4.6,190,0,0,0,18.13384697,51.56168149,15,18,242.5732441,-1.798085478,66.92120241,18.76025137,0.624093989,16.89033759,0.739283683,16.89033759,1.021768614
 03/25  04:15:00,14,67,4.6,187.5,0,0,0,18.28762166,51.04715737,16,19,186.5929172,-1.929281631,73.46955822,18.50861479,0.624093989,18.24357879,0.073928368,18.233947,0.392428762
 03/25  04:30:00,14,67,4.6,185,0,0,0,18.57531594,50.1301957,17,20,186.5929172,-1.904048173,72.25099211,18.52378473,0.624093989,18.02395896,0.073928368,18.02581015,0.371912033
 03/25  04:45:00,14,67,4.6,182.5,0,0,0,18.70892247,49.714776,16,19,186.5929172,-1.848982575,69.52082654,18.6122285,0.624093989,18.00224721,0.073928368,18.00091,0.371254802
 03/25  05:00:00,14,67,4.6,180,0,0,0,18.74899868,49.59336302,16,19,186.5929172,-1.820936639,68.09658737,18.67238317,0.624093989,18.00011144,0.073928368,17.99860252,0.372335708
 03/25  05:15:00,14,67,4.6,182.5,0,0,0,18.77356563,49.51890359,17,20,186.5929172,-1.810419316,67.55720186,18.70669675,0.624093989,17.99990745,0.073928368,17.99835364,0.373610854
 03/25  05:30:00,14,67,4.6,185,0,0,0,18.79733702,49.44529187,18,21,186.5929172,-1.803751016,67.21380088,18.72945407,0.624093989,17.99987949,0.073928368,17.99829473,0.37493813
 03/25  05:45:00,14,67,4.6,187.5,0,0,0,18.81711569,49.38285894,17,20,186.5929172,-1.797717343,66.90216381,18.74828318,0.624093989,17.99986807,0.073928368,17.99831671,0.376256191
 03/25  06:00:00,14,67,4.6,190,0,0,0,18.83194629,49.33506038,17,20,186.5929172,-1.792776506,66.64633703,18.76338185,0.624093989,17.99986442,0.073928368,17.99839061,0.377524631
 03/25  06:15:00,14,67,4.475,190,0,0,0,18.84108857,49.30450853,18,21,186.5929172,-2.014827987,77.42738912,18.7713177,0.554753435,17.99986631,0.073928368,17.99849172,0.378721262
 03/25  06:30:00,14,67,4.35,190,7,28,0,18.8557519,49.25682266,18,21,186.5929172,-2.010937054,77.25360986,18.78936791,0.554753435,17.99987154,0.073928368,17.99853629,0.379889229
 03/25  06:45:00,14,67,4.225,190,32.25,41.25,0,18.89669221,49.12835183,17,22,186.5929172,-2.001780681,76.84221505,18.83978765,0.554753435,17.99987161,0.073928368,17.99880491,0.380850668
 03/25  07:00:00,14,67,4.1,190,57.5,54.5,0,18.9570769,48.94241903,17,22,186.5929172,-1.98329658,76.00144486,18.92805895,0.554753435,18.00010791,0.073928368,18.00086558,0.380223096
 03/25  07:15:00,14.5,67.25,4.35,195,82.75,67.75,0,19.05874334,48.7161401,16,21,6959.802837,-1.956794717,74.7727502,19.05192505,0.554753435,18.00035051,0.073928368,18.00160474,0.363234489
 03/25  07:30:00,15,67.5,4.6,200,108,81,0,19.20523027,48.49477867,17,22,1316.274021,-1.916898174,72.87424638,19.22296559,0.554753435,18.00525567,0.073928368,18.00525567,0.3564133
 03/25  07:45:00,15.5,67.75,4.85,205,123.5,196.5,0,19.36332653,48.27269428,17,22,1828.773821,-1.863178798,70.23343653,19.43733265,0.554753435,17.99999256,0.073928368,17.99999256,0.3564133
 03/25  08:00:00,16,68,5.1,210,139,312,0,19.60537433,47.98033492,18,23,1219.04704,-1.797522124,66.89206648,19.72382623,0.554753435,17.99999102,0.073928368,17.99999102,0.3564133
 03/25  08:15:00,16.5,68,5.1,217.5,154.5,427.5,0,19.88287811,47.67768338,19,24,933.576903,-1.710548602,62.31564864,20.06133013,0.554753435,18.00181798,0.073928368,18.00447342,0.434392845
 03/25  08:30:00,17,68,5.1,225,170,543,0,20.17647362,47.48797573,20,25,669.2448382,-1.614398074,57.12842779,20.41870176,0.554753435,17.99716835,0.073928368,17.99685473,0.572908766
 03/25  08:45:00,17.5,68,5.1,232.5,170,569.25,0,20.55187868,48.12625997,19,24,437.2496037,-1.519787585,51.97603991,20.73864244,0.554753435,17.99942432,0.073928368,17.99909651,0.629520152
 03/25  09:00:00,18,68,5.1,240,170,595.5,0,20.83490213,49.20706555,19,24,363.8422338,-1.405614245,45.81125843,21.06045816,0.554753435,18.00025935,0.073928368,17.99992758,0.673827212
 03/25  09:15:00,18,69.25,5.375,240,170,621.75,0,21.09697581,50.2426374,20,25,263.1751765,-1.309874849,40.7774695,21.34502758,0.554753435,17.98889873,0.073928368,17.98856968,0.702304294
 03/25  09:30:00,18,70.5,5.65,240,170,648,0,21.35354691,51.08309768,20,25,263.2839762,-1.218013292,36.13238318,21.62817893,0.554753435,17.99093086,0.073928368,17.99060319,0.728459644
 03/25  09:45:00,18,71.75,5.925,240,182.75,658.5,0,21.61484799,51.71926901,19,24,262.6416492,-1.126377486,31.73144035,21.9225551,0.554753435,17.99553256,0.073928368,17.99520583,0.742484871
 03/25  10:00:00,18,73,6.2,240,195.5,669,0,21.88263774,52.19202548,18,23,262.7150295,-1.035258522,27.62756904,22.2221817,0.554753435,17.99778004,0.073928368,17.99745408,0.750073354
 03/25  10:15:00,18.5,71.75,5.925,242.5,208.25,679.5,0,22.17292274,52.3574518,19,24,413.0551443,-0.938591153,23.60668185,22.54962403,0.554753435,17.99924757,0.073928368,17.99892193,0.753573789
 03/25  10:30:00,19,70.5,5.65,245,221,690,0,22.42605905,51.71544378,18,25,556.9914859,-0.838559193,19.8360228,22.88395406,0.554753435,18.00038361,0.073928368,18.00005781,0.75255987
 03/25  10:45:00,19.5,69.25,5.375,247.5,251.25,618.5,0,21.20156868,55.98664434,17,26,8449.292054,-0.752302878,16.91914532,23.2030326,0.554753435,18.00010634,0.739283683,18.00010634,3.564132997
 03/25  11:00:00,20,68,5.1,250,281.5,547,0,20.8201371,57.05277812,16,27,9436.864676,-1.003895548,26.28396303,22.78183008,0.554753435,18.00004236,0.739283683,18.00004236,3.564132997
 03/25  11:15:00,20.5,66,5.75,245,311.75,475.5,0,20.63646556,57.29396063,16,27,9133.422346,-1.084082928,29.7906092,22.65417942,0.554753435,18.00009869,0.739283683,18.00009869,3.564132997
 03/25  11:30:00,21,64,6.4,240,342,404,0,20.62805659,56.98995951,16,27,9204.001928,-1.122622982,31.55672659,22.60458933,0.554753435,18.00010899,0.739283683,18.00010899,3.564132997
 03/25  11:45:00,21.5,62,7.05,235,350.75,378,0,20.61870408,56.77576426,15,28,9160.535996,-1.12837521,31.82459193,22.58685023,0.554753435,18.00012523,0.739283683,18.00012523,3.564132997
 03/25  12:00:00,22,60,7.7,230,359.5,352,0,20.61062017,56.64349661,15,27,9132.800611,-1.131029098,31.94854143,22.58869166,0.554753435,18.00011663,0.739283683,18.00011663,3.564132997
 03/25  12:15:00,21.5,62,7.05,235,368.25,326,0,20.58881631,56.58156951,16,28,9311.375219,-1.138958472,32.32024484,22.54795682,0.554753435,18.00011308,0.739283683,18.00011308,3.564132997
 03/25  12:30:00,21,64,6.4,240,377,300,0,20.55758068,56.55209222,15,29,9509.976408,-1.150248564,32.85297235,22.49788999,0.554753435,18.00010574,0.739283683,18.00010574,3.564132997
 03/25  12:45:00,20.5,66,5.75,245,357.5,359.5,0,20.52584079,56.53380705,15,30,9723.949583,-1.163042801,33.46153764,22.44778921,0.554753435,18.00009724,0.739283683,18.00009724,3.564132997
 03/25  13:00:00,20,68,5.1,250,338,419,0,20.49607,56.52088122,15,29,9953.343766,-1.175657952,34.06654091,22.39911917,0.554753435,18.000091,0.739283683,18.000091,3.564132997
 03/25  13:15:00,20.5,64.25,6,257.5,318.5,478.5,0,20.51642225,56.31482945,15,28,5732.262653,-1.174163761,33.99462845,22.44835783,0.554753435,18.00009225,0.739283683,18.00009225,3.564132997
 03/25  13:30:00,21,60.5,6.9,265,299,538,0,20.55596873,56.02501738,16,29,5660.384238,-1.162054581,33.41435056,22.51710777,0.554753435,18.00009724,0.739283683,18.00009724,3.564132997
 03/25  13:45:00,21.5,56.75,7.8,272.5,285.5,561.25,0,20.60633217,55.63176284,15,28,5576.647008,-1.145382437,32.622864,22.59727836,0.554753435,18.00015324,0.739283683,18.00015324,3.564132997
 03/25  14:00:00,22,53,8.7,280,272,584.5,0,20.65928596,55.24330535,15,27,5529.521813,-1.127040581,31.76234519,22.67977731,0.554753435,18.0001684,0.739283683,18.0001684,3.564132997
 03/25  14:15:00,22.25,52.25,8.45,277.5,258.5,607.75,0,20.71682303,54.88680535,15,27,5503.900623,-1.106169994,30.79661198,22.77678914,0.554753435,18.00016698,0.739283683,18.00016698,3.564132997
 03/25  14:30:00,22.5,51.5,8.2,275,245,631,0,20.84924216,54.29087492,15,27,5481.780927,-1.061263334,28.76904451,23.03727699,0.554753435,18.00016786,0.739283683,18.00016786,3.564132997
 03/25  14:45:00,22.75,50.75,7.95,272.5,242.5,492.5,0,20.95834559,53.78231024,15,28,5466.3768,-1.020786008,27.00300673,23.18103459,0.554753435,18.00015758,0.739283683,18.00015758,3.564132997
 03/25  15:00:00,23,50,7.7,270,240,354,0,20.97723042,53.58848939,15,29,5460.693428,-1.005575482,26.35499924,23.17186436,0.554753435,18.00014437,0.739283683,18.00014437,3.564132997
 03/25  15:15:00,22.75,50.75,6.675,280,237.5,215.5,0,20.89142649,53.76132945,15,28,5454.588244,-1.028211088,27.32246954,22.99497783,0.554753435,18.00013681,0.739283683,18.00013681,3.564132997
 03/25  15:30:00,22.5,51.5,5.65,290,235,77,0,20.7066601,54.26660527,15,27,5439.705776,-1.091122044,30.10940351,22.64948422,0.554753435,18.00013335,0.739283683,18.00013335,3.564132997
 03/25  15:45:00,22.25,52.25,4.625,300,219,131.5,0,20.6668878,54.28643377,15,28,5409.888064,-1.11608281,31.25349512,22.68567023,0.554753435,18.00013855,0.739283683,18.00013855,3.564132997
 03/25  16:00:00,22,53,3.6,310,203,186,0,20.72121615,53.9851559,15,29,5368.038296,-1.112549425,31.09026327,22.76050031,0.554753435,18.00014934,0.739283683,18.00014934,3.564132997
 03/25  16:15:00,22,53,5.275,300,187,240.5,0,20.84747826,53.44281736,15,29,5336.272436,-1.071789125,29.23797279,22.99412332,0.554753435,18.0001507,0.739283683,18.0001507,3.564132997
 03/25  16:30:00,22,53,6.95,290,171,295,0,20.9937952,52.85215092,16,30,5318.287409,-1.019295858,26.93914003,23.22890941,0.554753435,18.00014631,0.739283683,18.00014631,3.564132997
 03/25  16:45:00,22,53,8.625,280,151.25,248.25,0,21.015091,52.68343737,15,29,5311.851654,-1.001580811,26.18625891,23.19416323,0.554753435,18.00013565,0.739283683,18.00013565,3.564132997
 03/25  17:00:00,22,53,10.3,270,131.5,201.5,0,20.91028581,52.93588232,16,30,5308.908192,-1.029204118,27.36534929,22.97845586,0.554753435,18.00012475,0.739283683,18.00012475,3.564132997
 03/25  17:15:00,21.75,51.25,9.4,272.5,111.75,154.75,0,20.75776994,53.34478421,17,30,5289.960111,-1.082462011,29.71744282,22.72104995,0.554753435,18.00012897,0.739283683,18.00012897,3.564132997
 03/25  17:30:00,21.5,49.5,8.5,275,92,108,0,20.57933545,53.82080722,16,30,5251.11017,-1.152063195,32.93897412,22.40183054,0.554753435,18.00014023,0.739283683,18.00014023,3.564132997
 03/25  17:45:00,21.25,47.75,7.6,277.5,69.75,89,0,20.40693623,54.26525084,17,30,5197.401778,-1.222804962,36.36931425,22.10398277,0.554753435,18.00016053,0.739283683,18.00016053,3.564132997
 03/25  18:00:00,21,46,6.7,280,47.5,70,0,20.23207093,54.70555509,18,30,5132.86611,-1.295279318,40.02583396,21.78667362,0.554753435,18.00018262,0.739283683,18.00018262,3.564132997
 03/25  18:15:00,20.25,48.5,6.575,280,25.25,51,0,20.00639202,55.31027087,17,29,5061.304567,-1.384214087,44.67233051,21.35396881,0.554753435,18.00020112,0.739283683,18.00020112,3.564132997
 03/25  18:30:00,19.5,51,6.45,280,3,32,0,19.75390237,56.01111984,16,28,4982.236225,-1.482956758,49.9752262,20.90711097,0.554753435,18.00022233,0.739283683,18.00022233,3.564132997
 03/25  18:45:00,18.75,53.5,6.325,280,0,0,0,20.21862759,53.62016404,15,29,348.979751,-1.583955212,55.47170228,20.47328153,0.554753435,18.00013708,0.073928368,18.00013708,0.3564133
 03/25  19:00:00,18,56,6.2,280,0,0,0,20.45004167,51.51543826,15,28,254.0712148,-1.504744936,51.15795285,20.54353037,0.554753435,18.00006701,0.073928368,18.00006701,0.3564133
 03/25  19:15:00,17.75,55,6.2,282.5,0,0,0,20.45649858,50.20166693,15,27,220.8287749,-1.480443977,49.83903047,20.50766088,0.554753435,18.00022129,0.073928368,18.00022129,0.3564133
 03/25  19:30:00,17.5,54,6.2,285,0,0,0,20.39676034,49.20626754,16,28,186.5929172,-1.492794262,50.50886174,20.46403648,0.554753435,18.01430894,0.073928368,18.01430894,0.3564133
 03/25  19:45:00,17.25,53,6.2,287.5,0,0,0,20.33609772,48.27488745,16,28,186.5929172,-1.517635265,51.85892551,20.40142847,0.554753435,18.00015726,0.073928368,18.00015726,0.3564133
 03/25  20:00:00,17,52,6.2,290,0,0,0,20.27757183,47.35858418,16,28,186.5929172,-1.542911928,53.23525315,20.33383529,0.554753435,18.00014965,0.073928368,18.00014965,0.3564133
 03/25  20:15:00,16.75,50.25,5.55,290,0,0,0,20.21820262,46.40506666,15,27,186.5929172,-1.567554182,54.57809321,20.26665096,0.554753435,18.00021984,0.073928368,18.00021984,0.3564133
 03/25  20:30:00,16.5,48.5,4.9,290,0,0,0,20.15780995,45.3879433,15,27,186.5929172,-1.59259941,55.94246171,20.19931708,0.554753435,18.00020418,0.073928368,18.00020418,0.3564133
 03/25  20:45:00,16.25,46.75,4.25,290,0,0,0,20.09733335,44.32802056,15,26,186.5929172,-1.618153951,57.33254337,20.13182745,0.554753435,18.00019155,0.073928368,18.00019155,0.3564133
 03/25  21:00:00,16,45,3.6,290,0,0,0,20.03744251,43.25274096,15,25,186.5929172,-1.643865979,58.72746549,20.06466718,0.554753435,18.00018298,0.073928368,18.00018298,0.3564133
 03/25  21:15:00,15.75,44,4.625,290,0,0,0,19.97346456,42.20901431,15,24,186.5929172,-1.669630068,60.11977126,19.99707583,0.554753435,18.0001224,0.073928368,18.0001224,0.3564133
 03/25  21:30:00,15.5,43,5.65,290,0,0,0,19.9059474,41.22030045,15,24,186.5929172,-1.695993389,61.53704452,19.92817117,0.554753435,18.00012546,0.073928368,18.00012546,0.3564133
 03/25  21:45:00,15.25,42,6.675,290,0,0,0,19.83638865,40.27578228,16,25,186.5929172,-1.722837503,62.97058383,19.85762496,0.554753435,18.00012671,0.073928368,18.00012671,0.3564133
 03/25  22:00:00,15,41,7.7,290,0,0,0,19.76394824,39.36691582,15,24,186.5929172,-1.750421745,64.43156906,19.7820737,0.554753435,18.00012554,0.073928368,18.00012554,0.3564133
 03/25  22:15:00,14.75,42.5,6.925,290,0,0,0,19.69742714,38.61956186,15,25,186.5929172,-1.777648176,65.85959696,19.71095997,0.554753435,17.99998672,0.073928368,17.99998672,0.3564133
 03/25  22:30:00,14.5,44,6.15,290,0,0,0,19.63663395,38.08108402,15,25,186.5929172,-1.802594455,67.15413179,19.64223431,0.554753435,18.000001,0.073928368,18.000001,0.3564133
 03/25  22:45:00,14.25,45.5,5.375,290,0,0,0,19.5791923,37.72124576,15,24,186.5929172,-1.824982667,68.30334291,19.57641685,0.554753435,18.00000947,0.073928368,18.00000947,0.3564133
 03/25  23:00:00,14,47,4.6,290,0,0,0,19.524167,37.48816828,15,23,186.5929172,-1.845442647,69.34223905,19.51321486,0.554753435,18.00000982,0.073928368,18.00000982,0.3564133
 03/25  23:15:00,13.75,47,5.125,295,0,0,0,19.46547146,37.29163146,15,24,186.5929172,-1.864798187,70.31435344,19.44990609,0.554753435,18.00006548,0.073928368,18.00006548,0.3564133
 03/25  23:30:00,13.5,47,5.65,300,0,0,0,19.40366286,37.08779296,15,25,186.5929172,-1.884657742,71.30026924,19.38597819,0.554753435,18.00005195,0.073928368,18.00005195,0.3564133
 03/25  23:45:00,13.25,47,6.175,305,0,0,0,19.34078421,36.8734866,15,24,186.5929172,-1.905116659,72.30302594,19.3217563,0.554753435,18.0000434,0.073928368,18.0000434,0.3564133
 03/25  24:00:00,13,47,6.7,310,0,0,0,19.27738089,36.65839555,15,24,186.5929172,-1.925908519,73.30792801,19.25673283,0.554753435,18.00004117,0.073928368,18.00004117,0.3564133
 03/26  00:15:00,12.5,47.75,6.825,312.5,0,0,0,19.02217591,37.00680918,15,25,230.0222408,-1.951589887,74.52832735,19.15593245,0.554753435,18.00548487,0.212576755,18.00755018,0.993854212
 03/26  00:30:00,12,48.5,6.95,315,0,0,0,18.77980138,37.02848781,15,25,281.1557061,-2.019104787,77.61767996,18.96775595,0.554753435,18.00553551,0.235900356,18.00405887,1.102898399
 03/26  00:45:00,11.5,49.25,7.075,317.5,0,0,0,18.6201649,36.88660486,15,25,364.4246472,-2.082939151,80.3647267,18.80276883,0.554753435,18.02672699,0.270035728,18.02672699,1.262490555
