1,1.iw.mullion.light.pittsburgh,
2002/1/1 12:00,18.21418315,18.46776131
2002/1/1 12:10,18.21273745,18.50090176
2002/1/1 12:20,18.19202789,18.51204752
2002/1/1 12:30,18.18171593,18.52528249
2002/1/1 12:40,18.18168766,18.54049198
2002/1/1 12:50,18.20086592,18.56782816
2002/1/1 13:00,18.18591194,18.55579412
2002/1/1 13:10,18.16495308,18.53551677
2002/1/1 13:20,18.15393509,18.52394621
2002/1/1 13:30,18.13220829,18.50073756
2002/1/1 13:40,18.11122609,18.47806728
2002/1/1 13:50,18.09450876,18.46293722
2002/1/1 14:00,18.08272641,18.45926007
2002/1/1 14:10,18.07652088,18.46564935
2002/1/1 14:20,18.07536524,18.47644142
2002/1/1 14:30,18.07746169,18.48458121
2002/1/1 14:40,18.08214146,18.48701899
2002/1/1 14:50,18.08680553,18.48428988
2002/1/1 15:00,18.12779737,18.51435817
2002/1/1 15:10,18.13302867,18.50873996
2002/1/1 15:20,18.13216922,18.49492125
2002/1/1 15:30,18.12243756,18.4764818
2002/1/1 15:40,18.15151461,18.50386429
2002/1/1 15:50,18.14088167,18.49731128
2002/1/1 16:00,18.12103169,18.48181785
2002/1/1 16:10,18.10031783,18.4678782
2002/1/1 16:20,18.08168251,18.46124382
2002/1/1 16:30,18.07346005,18.463663
2002/1/1 16:40,18.08917907,18.48652688
2002/1/1 16:50,18.08952101,18.49176287
2002/1/1 17:00,18.08514688,18.48641256
2002/1/1 17:10,18.08042655,18.47618422
2002/1/1 17:20,18.08632943,18.47518456
2002/1/1 17:30,18.08825385,18.47292344
2002/1/1 17:40,18.09400187,18.47337786
2002/1/1 17:50,18.1021926,18.47601269
2002/1/1 18:00,18.13303311,18.50214428
2002/1/1 18:10,18.13929682,18.50179861
2002/1/1 18:20,18.13888691,18.48956757
2002/1/1 18:30,18.13549339,18.47610737
2002/1/1 18:40,18.13017491,18.46922838
2002/1/1 18:50,18.12436272,18.47139316
2002/1/1 19:00,18.1634542,18.51966557
2002/1/1 19:10,18.16476297,18.52754868
2002/1/1 19:20,18.15615245,18.51594954
2002/1/1 19:30,18.16104891,18.55743605
2002/1/1 19:40,18.27958221,18.66921228
2002/1/1 19:50,18.58177777,18.79338103
2002/1/1 20:00,18.91842888,18.89205227
2002/1/1 20:10,19.08074221,18.93656164
2002/1/1 20:20,19.13125002,18.9483205
2002/1/1 20:30,19.14228769,18.94084661
2002/1/1 20:40,19.1316888,18.92137472
2002/1/1 20:50,19.10609545,18.89397864
2002/1/1 21:00,19.06865678,18.86099063
2002/1/1 21:10,19.02141198,18.82394502
2002/1/1 21:20,18.96622233,18.7725831
2002/1/1 21:30,18.9041591,18.74598114
2002/1/1 21:40,18.83627788,18.72172434
2002/1/1 21:50,18.78371062,18.70926952
2002/1/1 22:00,18.71246518,18.67489464
2002/1/1 22:10,18.63577549,18.6875577
2002/1/1 22:20,18.58962279,18.74851984
2002/1/1 22:30,18.60368923,18.81286414
2002/1/1 22:40,18.65851077,18.8511253
2002/1/1 22:50,18.72160794,18.86390963
2002/1/1 23:00,18.76872884,18.85894625
2002/1/1 23:10,18.81856088,18.86343087
2002/1/1 23:20,18.82472969,18.83757407
2002/1/1 23:30,18.86689641,18.85218367
2002/1/1 23:40,18.8421004,18.80117916
2002/1/1 23:50,18.8143015,18.78299673
2002/1/2 0:00,18.75753062,18.74891197
2002/1/2 0:10,18.68987264,18.70896332
2002/1/2 0:20,18.63900208,18.66490219
2002/1/2 0:30,18.75472759,18.78811878
2002/1/2 0:40,18.97654071,18.95289586
2002/1/2 0:50,19.01280787,18.89601022
2002/1/2 1:00,18.98335536,18.84352893
2002/1/2 1:10,18.99001845,18.86658628
2002/1/2 1:20,18.95513685,18.84389453
2002/1/2 1:30,18.91252164,18.81144559
2002/1/2 1:40,18.84990166,18.76381127
2002/1/2 1:50,18.7945301,18.75280324
2002/1/2 2:00,18.68227228,18.69666132
2002/1/2 2:10,18.61898484,18.70792987
2002/1/2 2:20,18.61478251,18.732077
2002/1/2 2:30,18.64609432,18.73902468
2002/1/2 2:40,18.66819555,18.70439154
2002/1/2 2:50,18.69492792,18.66901554
2002/1/2 3:00,18.7397599,18.69903549
2002/1/2 3:10,18.75292014,18.76076168
2002/1/2 3:20,18.74556789,18.81692617
2002/1/2 3:30,18.72470609,18.84960381
2002/1/2 3:40,18.75310832,18.91188679
2002/1/2 3:50,18.77776723,18.95525352
2002/1/2 4:00,18.71851284,18.91383842
2002/1/2 4:10,18.59861657,18.82082893
2002/1/2 4:20,18.4928005,18.72361858
2002/1/2 4:30,18.4438736,18.61212655
2002/1/2 4:40,18.49042707,18.55798594
2002/1/2 4:50,18.59447287,18.60391587
2002/1/2 5:00,18.67137777,18.65883331
2002/1/2 5:10,18.7882191,18.80957357
2002/1/2 5:20,18.86560865,18.9347414
2002/1/2 5:30,18.84025859,18.93192487
2002/1/2 5:40,18.82318469,18.92369915
2002/1/2 5:50,18.76336113,18.87826374
2002/1/2 6:00,18.72162775,18.85539761
2002/1/2 6:10,18.54891687,18.72003833
2002/1/2 6:20,18.39991172,18.59711844
2002/1/2 6:30,18.43454036,18.58108376
2002/1/2 6:40,18.60420772,18.65323307
2002/1/2 6:50,18.72637627,18.68845191
2002/1/2 7:00,18.76847919,18.7298775
2002/1/2 7:10,18.76948582,18.75738916
2002/1/2 7:20,18.77309773,18.76585475
2002/1/2 7:30,19.41065947,19.3197507
2002/1/2 7:40,20.18116777,19.88722847
2002/1/2 7:50,20.5736096,20.06492563
2002/1/2 8:00,21.11191091,20.29806394
2002/1/2 8:10,21.53474371,20.38995309
2002/1/2 8:20,21.61392098,20.41282034
2002/1/2 8:30,21.82972291,20.63425608
2002/1/2 8:40,21.96743745,20.85189001
2002/1/2 8:50,22.05295896,21.02743492
2002/1/2 9:00,22.11256485,21.19243794
2002/1/2 9:10,22.12363002,21.30439285
2002/1/2 9:20,22.07027921,21.3551823
2002/1/2 9:30,22.05652238,21.46602786
2002/1/2 9:40,22.08341449,21.64043
2002/1/2 9:50,22.1067286,21.78277717
2002/1/2 10:00,22.11755904,21.87712901
2002/1/2 10:10,22.14587418,21.93860305
2002/1/2 10:20,22.14805353,21.94051544
2002/1/2 10:30,22.21492156,21.97180026
2002/1/2 10:40,22.28080137,21.994954
2002/1/2 10:50,22.25616692,21.93286645
2002/1/2 11:00,22.27550843,21.95466812
2002/1/2 11:10,22.29413536,22.02804608
2002/1/2 11:20,22.29686363,22.10366417
2002/1/2 11:30,22.25027062,22.11519571
2002/1/2 11:40,22.2220621,22.10185693
2002/1/2 11:50,22.18732274,22.09217957
2002/1/2 12:00,22.21087273,22.06335233
2002/1/2 12:10,22.23204934,22.0283812
2002/1/2 12:20,22.17550609,22.03150249
2002/1/2 12:30,22.18427248,22.08882518
2002/1/2 12:40,22.22657094,22.08245696
2002/1/2 12:50,22.3253789,22.09003438
2002/1/2 13:00,22.40184288,22.1106757
2002/1/2 13:10,22.51508213,22.20413441
2002/1/2 13:20,22.54329222,22.2263467
2002/1/2 13:30,22.61812748,22.28829778
2002/1/2 13:40,22.64215519,22.30210244
2002/1/2 13:50,22.68260578,22.33879986
2002/1/2 14:00,22.71476964,22.3336979
2002/1/2 14:10,22.72556215,22.20409502
2002/1/2 14:20,22.7108104,22.26881712
2002/1/2 14:30,22.67045919,22.23970319
2002/1/2 14:40,22.61282175,22.07115595
2002/1/2 14:50,22.56271308,22.22116972
2002/1/2 15:00,22.50615759,22.34387771
2002/1/2 15:10,22.43363648,22.38010701
2002/1/2 15:20,22.38236736,22.21360794
2002/1/2 15:30,22.26797356,21.83598247
2002/1/2 15:40,21.91772819,22.20271485
2002/1/2 15:50,21.69792015,22.66112754
2002/1/2 16:00,22.09004551,22.868437
2002/1/2 16:10,22.5242847,22.83744861
2002/1/2 16:20,22.76383462,22.81708804
2002/1/2 16:30,22.85647776,22.70063912
2002/1/2 16:40,22.58170112,22.52623387
2002/1/2 16:50,22.29318651,22.54124216
2002/1/2 17:00,22.42238141,22.52654065
2002/1/2 17:10,22.4713476,22.46059047
2002/1/2 17:20,22.44423196,22.23067094
2002/1/2 17:30,22.1716031,22.0415472
2002/1/2 17:40,21.82255425,21.91434931
2002/1/2 17:50,21.75132732,22.27431735
2002/1/2 18:00,21.97162071,22.49213917
2002/1/2 18:10,22.06283511,22.29953585
2002/1/2 18:20,22.1230745,22.32673929
2002/1/2 18:30,22.0096887,22.18061048
2002/1/2 18:40,21.9266069,22.03089374
2002/1/2 18:50,21.83791221,21.95654287
2002/1/2 19:00,21.79341511,22.07158878
2002/1/2 19:10,21.73590497,22.19573271
2002/1/2 19:20,21.69021134,22.20702856
2002/1/2 19:30,21.65066687,22.09990209
2002/1/2 19:40,21.6429315,21.97977029
2002/1/2 19:50,21.73896445,22.0082919
2002/1/2 20:00,21.77356141,22.0745232
2002/1/2 20:10,21.7475572,22.11113575
2002/1/2 20:20,21.69620249,22.10467599
2002/1/2 20:30,21.60071949,22.02569471
2002/1/2 20:40,21.43571913,21.89812613
2002/1/2 20:50,21.1964735,21.77178702
2002/1/2 21:00,21.02751439,21.69484496
2002/1/2 21:10,20.82976588,21.58579172
2002/1/2 21:20,20.65579439,21.50795493
2002/1/2 21:30,20.52282403,21.4636116
2002/1/2 21:40,20.40412867,21.38483188
2002/1/2 21:50,20.36370191,21.36936693
2002/1/2 22:00,20.26312582,21.30939694
2002/1/2 22:10,20.15011857,21.23416727
2002/1/2 22:20,20.03208794,21.15790786
2002/1/2 22:30,19.91377953,21.08645049
2002/1/2 22:40,19.79449809,21.02005831
2002/1/2 22:50,19.6774367,20.95717052
2002/1/2 23:00,19.56313536,20.8965428
2002/1/2 23:10,19.44867077,20.83755672
2002/1/2 23:20,19.33609806,20.77987279
2002/1/2 23:30,19.24648607,20.74383954
2002/1/2 23:40,19.13716036,20.68652342
2002/1/2 23:50,19.0248293,20.62589225
2002/1/3 0:00,18.91929555,20.57055517
2002/1/3 0:10,18.81096959,20.51128632
2002/1/3 0:20,18.7219044,20.46811843
2002/1/3 0:30,18.6431114,20.42949877
2002/1/3 0:40,18.56672233,20.37199649
2002/1/3 0:50,18.55644981,20.32862154
2002/1/3 1:00,18.70218881,20.32591412
2002/1/3 1:10,18.94250095,20.3100284
2002/1/3 1:20,19.05367908,20.28292801
2002/1/3 1:30,19.0936166,20.26225721
2002/1/3 1:40,19.07587625,20.21555177
2002/1/3 1:50,18.99146191,20.12968163
2002/1/3 2:00,18.96706415,20.11158152
2002/1/3 2:10,18.91432044,20.07400758
2002/1/3 2:20,18.82831014,20.01355443
2002/1/3 2:30,18.7571996,19.9717351
2002/1/3 2:40,18.6490215,19.90240571
2002/1/3 2:50,18.5725317,19.84271272
2002/1/3 3:00,18.53114724,19.76232594
2002/1/3 3:10,18.67066976,19.73351174
2002/1/3 3:20,18.77704299,19.6710978
2002/1/3 3:30,18.80415274,19.62562196
2002/1/3 3:40,18.78918727,19.57063483
2002/1/3 3:50,18.80562891,19.56120194
2002/1/3 4:00,18.74428266,19.49581086
2002/1/3 4:10,18.65670847,19.42266156
2002/1/3 4:20,18.62266505,19.39026655
2002/1/3 4:30,18.56683897,19.31289902
2002/1/3 4:40,18.55811342,19.25353139
2002/1/3 4:50,18.57676175,19.18329543
2002/1/3 5:00,18.59891779,19.12330134
2002/1/3 5:10,18.64002654,19.09075091
2002/1/3 5:20,18.66583716,19.07102541
2002/1/3 5:30,18.63426397,19.00782515
2002/1/3 5:40,18.63446872,18.97946309
2002/1/3 5:50,18.59182707,18.9148247
2002/1/3 6:00,18.64008245,18.92308406
2002/1/3 6:10,18.61822267,18.8612639
2002/1/3 6:20,18.55629626,18.77251048
2002/1/3 6:30,18.50967788,18.69844335
2002/1/3 6:40,18.53758593,18.69398158
2002/1/3 6:50,18.56553674,18.75096754
2002/1/3 7:00,18.55757719,18.80664439
2002/1/3 7:10,18.60068403,18.88846942
2002/1/3 7:20,18.647443,18.95675025
2002/1/3 7:30,19.08570039,19.44990779
2002/1/3 7:40,19.93703941,20.31005279
2002/1/3 7:50,20.5040626,20.63809385
2002/1/3 8:00,21.00783606,20.84124222
2002/1/3 8:10,21.4811855,20.99071772
2002/1/3 8:20,21.63561065,21.06696148
2002/1/3 8:30,21.86886374,21.28663777
2002/1/3 8:40,22.16060406,21.60625346
2002/1/3 8:50,22.31694024,21.82182615
2002/1/3 9:00,22.33447365,21.91123132
2002/1/3 9:10,22.31139058,21.94749041
2002/1/3 9:20,22.28795905,21.96386631
2002/1/3 9:30,22.26846611,21.97217926
2002/1/3 9:40,22.29750049,22.01622639
2002/1/3 9:50,22.30175444,22.03590012
2002/1/3 10:00,22.30837685,22.05202775
2002/1/3 10:10,22.29322091,22.03069722
2002/1/3 10:20,22.27351646,22.01441616
2002/1/3 10:30,22.25614507,22.03395039
2002/1/3 10:40,22.23503801,22.06448921
2002/1/3 10:50,22.20962529,22.08891288
2002/1/3 11:00,22.12699312,22.05202629
2002/1/3 11:10,22.13298021,22.06259043
2002/1/3 11:20,22.21508346,22.08319624
2002/1/3 11:30,22.33393072,22.10905942
2002/1/3 11:40,22.36590088,22.09933671
2002/1/3 11:50,22.37832397,22.10468219
2002/1/3 12:00,22.36883641,22.10471166
2002/1/3 12:10,22.35145559,22.10698262
2002/1/3 12:20,22.29813966,22.08494819
2002/1/3 12:30,22.19439144,22.03749709
2002/1/3 12:40,22.12404585,22.02631278
2002/1/3 12:50,22.03639298,21.98412331
2002/1/3 13:00,22.07997764,22.14125557
2002/1/3 13:10,21.84947419,22.20738635
2002/1/3 13:20,21.88547027,21.98301528
2002/1/3 13:30,22.08427624,22.00401572
2002/1/3 13:40,22.2883891,22.37182901
2002/1/3 13:50,22.19495242,22.56488207
2002/1/3 14:00,22.11178228,22.58848049
2002/1/3 14:10,22.38986869,22.5798051
2002/1/3 14:20,22.51837154,22.52530426
2002/1/3 14:30,22.44563606,22.3399845
2002/1/3 14:40,22.42174842,22.18252027
2002/1/3 14:50,22.35279212,22.18692783
2002/1/3 15:00,22.1309729,22.22859498
2002/1/3 15:10,21.77903911,22.19952254
2002/1/3 15:20,22.04842474,22.08822182
2002/1/3 15:30,22.28776619,22.01507614
2002/1/3 15:40,22.42991971,22.26044071
2002/1/3 15:50,22.47732547,22.41803635
2002/1/3 16:00,22.49200134,22.48487283
2002/1/3 16:10,22.04395071,22.4295699
2002/1/3 16:20,21.69188779,22.11227441
2002/1/3 16:30,22.03991207,21.8871046
2002/1/3 16:40,22.32995671,22.29745342
2002/1/3 16:50,22.49015594,22.72830607
2002/1/3 17:00,22.53206929,22.84257272
2002/1/3 17:10,22.15153473,22.73984042
2002/1/3 17:20,21.6826291,22.65786551
2002/1/3 17:30,21.73741974,22.20454503
2002/1/3 17:40,21.71253297,22.07517388
2002/1/3 17:50,21.72003942,22.03932716
2002/1/3 18:00,21.72799694,22.04368203
2002/1/3 18:10,21.73721664,22.07137145
2002/1/3 18:20,21.61111334,22.00393017
2002/1/3 18:30,21.40140093,21.8970505
2002/1/3 18:40,21.37433445,21.94256561
2002/1/3 18:50,21.52994512,22.0240381
2002/1/3 19:00,21.69798619,22.09422043
2002/1/3 19:10,21.75236888,22.06235743
2002/1/3 19:20,21.72762744,22.00572459
2002/1/3 19:30,21.66449045,21.93521708
2002/1/3 19:40,21.58957566,21.93141242
2002/1/3 19:50,21.54023579,22.01003649
2002/1/3 20:00,21.49314543,22.04910053
2002/1/3 20:10,21.50052095,22.02950752
2002/1/3 20:20,21.51104458,21.98287813
2002/1/3 20:30,21.44737066,21.88494384
2002/1/3 20:40,21.33033683,21.79109603
2002/1/3 20:50,21.24038116,21.74698099
2002/1/3 21:00,21.19768101,21.73313663
2002/1/3 21:10,21.06297336,21.6397282
2002/1/3 21:20,20.86816698,21.51140306
2002/1/3 21:30,20.71613391,21.41140152
2002/1/3 21:40,20.60692359,21.32836689
2002/1/3 21:50,20.56703998,21.32233568
2002/1/3 22:00,20.46955562,21.27406252
2002/1/3 22:10,20.43540779,21.27946317
2002/1/3 22:20,20.34838576,21.23156333
2002/1/3 22:30,20.22926579,21.15900847
2002/1/3 22:40,20.10722787,21.08765636
2002/1/3 22:50,19.98537533,21.02337958
2002/1/3 23:00,19.86423181,20.96466175
2002/1/3 23:10,19.7529834,20.90877466
2002/1/3 23:20,19.64280823,20.85408322
2002/1/3 23:30,19.5358575,20.81587615
2002/1/3 23:40,19.4303798,20.76060038
2002/1/3 23:50,19.36321093,20.73841143
2002/1/4 0:00,19.26895178,20.68870528
2002/1/4 0:10,19.17954625,20.64319303
2002/1/4 0:20,19.07733192,20.59073618
2002/1/4 0:30,18.97421741,20.5381736
2002/1/4 0:40,18.88157007,20.49244721
2002/1/4 0:50,18.81394553,20.46020196
2002/1/4 1:00,18.77046739,20.44309034
2002/1/4 1:10,18.68522253,20.38620365
2002/1/4 1:20,18.60169443,20.31405171
2002/1/4 1:30,18.5885592,20.28150445
2002/1/4 1:40,18.61667283,20.21814359
2002/1/4 1:50,18.68958403,20.15364834
2002/1/4 2:00,18.86885817,20.13670434
2002/1/4 2:10,18.98495439,20.09451491
2002/1/4 2:20,19.04640252,20.07480688
2002/1/4 2:30,19.04210822,20.0248793
2002/1/4 2:40,19.02456564,19.98487438
2002/1/4 2:50,18.96231328,19.92073649
2002/1/4 3:00,18.94577114,19.90800221
2002/1/4 3:10,18.8506416,19.8319807
2002/1/4 3:20,18.77637017,19.78401518
2002/1/4 3:30,18.65110096,19.69746955
2002/1/4 3:40,18.54067113,19.60987446
2002/1/4 3:50,18.60186377,19.58526395
2002/1/4 4:00,18.66835334,19.50483317
2002/1/4 4:10,18.68104534,19.41977261
2002/1/4 4:20,18.73462222,19.41582785
2002/1/4 4:30,18.69990979,19.34216123
2002/1/4 4:40,18.66402322,19.28550336
2002/1/4 4:50,18.65855782,19.25736777
2002/1/4 5:00,18.65742267,19.22217117
2002/1/4 5:10,18.6409634,19.1688091
2002/1/4 5:20,18.56701356,19.06638137
2002/1/4 5:30,18.57461863,19.03277265
2002/1/4 5:40,18.60744529,18.98627135
2002/1/4 5:50,18.62970508,18.9374239
2002/1/4 6:00,18.58331199,18.84460839
2002/1/4 6:10,18.55171238,18.77708904
2002/1/4 6:20,18.58509623,18.76203572
2002/1/4 6:30,18.56012565,18.69072594
2002/1/4 6:40,18.54714872,18.67072659
2002/1/4 6:50,18.5859998,18.75940103
2002/1/4 7:00,18.53426443,18.78639825
2002/1/4 7:10,18.51569797,18.82227268
2002/1/4 7:20,18.48565438,18.83128551
2002/1/4 7:30,19.02325786,19.41143411
2002/1/4 7:40,19.88415119,20.13463266
2002/1/4 7:50,20.52124154,20.63499149
2002/1/4 8:00,20.96179662,20.7982353
2002/1/4 8:10,21.27982658,20.89950474
2002/1/4 8:20,21.60670034,20.9881248
2002/1/4 8:30,21.88120517,21.21008971
2002/1/4 8:40,22.23936186,21.51835516
2002/1/4 8:50,22.39687109,21.70898036
2002/1/4 9:00,22.43570954,21.8253066
2002/1/4 9:10,22.45382161,21.95242222
2002/1/4 9:20,22.48770163,22.0710459
2002/1/4 9:30,22.53153809,22.15937598
2002/1/4 9:40,22.55758589,22.20593364
2002/1/4 9:50,22.55626707,22.21509087
2002/1/4 10:00,22.51661914,22.1886811
2002/1/4 10:10,22.43855158,22.11330915
2002/1/4 10:20,22.41516602,22.0920015
2002/1/4 10:30,22.31907689,22.05424169
2002/1/4 10:40,22.30340661,22.13048308
2002/1/4 10:50,22.22790587,22.15045413
2002/1/4 11:00,22.22252233,22.22232308
2002/1/4 11:10,22.17400993,22.23528085
2002/1/4 11:20,22.21333609,22.25559241
2002/1/4 11:30,22.34395208,22.27534312
2002/1/4 11:40,22.47073306,22.28430825
2002/1/4 11:50,22.52228215,22.2812965
2002/1/4 12:00,22.50863452,22.25245366
2002/1/4 12:10,22.48468512,22.22666064
2002/1/4 12:20,22.43738866,21.98751555
2002/1/4 12:30,22.25873479,21.70665561
2002/1/4 12:40,22.10235661,22.41883198
2002/1/4 12:50,21.95694911,22.91175679
2002/1/4 13:00,22.04292016,23.03981873
2002/1/4 13:10,22.41302012,22.96036529
2002/1/4 13:20,22.58027069,22.83566838
2002/1/4 13:30,22.69245081,22.81900741
2002/1/4 13:40,22.83536497,22.87298896
2002/1/4 13:50,22.95343609,22.85964101
2002/1/4 14:00,23.02881508,22.74633609
2002/1/4 14:10,22.76956575,22.83312532
2002/1/4 14:20,22.54545781,22.79608577
2002/1/4 14:30,22.69747274,22.6057681
2002/1/4 14:40,22.79024212,22.66475709
2002/1/4 14:50,22.78586998,22.65635921
2002/1/4 15:00,22.75372124,22.58063696
2002/1/4 15:10,22.72476654,22.41624326
2002/1/4 15:20,22.61512332,22.4382184
2002/1/4 15:30,22.3522482,22.44983856
2002/1/4 15:40,22.38764197,22.40310192
2002/1/4 15:50,22.26330503,22.1665727
2002/1/4 16:00,22.05460104,22.35889874
2002/1/4 16:10,22.17688092,22.59192844
2002/1/4 16:20,22.36089434,22.62557092
2002/1/4 16:30,22.66699311,22.63486228
2002/1/4 16:40,22.8614864,22.58601549
2002/1/4 16:50,22.54853165,22.39638152
2002/1/4 17:00,22.15464071,22.32430813
2002/1/4 17:10,22.41462633,22.27091222
2002/1/4 17:20,22.65925461,22.05652428
2002/1/4 17:30,22.69089243,22.17440225
2002/1/4 17:40,22.09343762,22.38965169
2002/1/4 17:50,21.73695938,22.50872707
2002/1/4 18:00,21.95143381,22.36531938
2002/1/4 18:10,22.05451133,21.98445591
2002/1/4 18:20,22.1929293,22.0783049
2002/1/4 18:30,22.32639316,22.31845881
2002/1/4 18:40,22.37788714,22.43258647
2002/1/4 18:50,22.4060843,22.47848625
2002/1/4 19:00,22.29660389,22.35616051
2002/1/4 19:10,22.16110017,22.2444647
2002/1/4 19:20,22.14796,22.20541489
2002/1/4 19:30,22.15169621,22.04281537
2002/1/4 19:40,22.16233879,21.95631856
2002/1/4 19:50,22.20175457,22.20984407
2002/1/4 20:00,22.21943368,22.46108258
2002/1/4 20:10,22.20422588,22.55273965
2002/1/4 20:20,22.10249676,22.43428985
2002/1/4 20:30,21.91814666,22.27523337
2002/1/4 20:40,21.65244317,22.11165864
2002/1/4 20:50,21.4066538,21.97877007
2002/1/4 21:00,21.189544,21.84434296
2002/1/4 21:10,20.96204471,21.7153171
2002/1/4 21:20,20.81115401,21.63487481
2002/1/4 21:30,20.62319623,21.53659117
2002/1/4 21:40,20.45003062,21.44817905
2002/1/4 21:50,20.30938312,21.36192446
2002/1/4 22:00,20.21993923,21.31197889
2002/1/4 22:10,20.12865144,21.26853854
2002/1/4 22:20,20.00635232,21.19792109
2002/1/4 22:30,19.87855832,21.11862113
2002/1/4 22:40,19.7448788,21.033716
2002/1/4 22:50,19.60984504,20.95277448
2002/1/4 23:00,19.47590508,20.87596236
2002/1/4 23:10,19.33942064,20.80151979
2002/1/4 23:20,19.20658984,20.73017398
2002/1/4 23:30,19.08943507,20.67314324
2002/1/4 23:40,19.00649834,20.64243705
2002/1/4 23:50,18.87401477,20.56533457
2002/1/5 0:00,18.74541766,20.4861716
2002/1/5 0:10,18.62048004,20.41112488
2002/1/5 0:20,18.53442014,20.35526589
2002/1/5 0:30,18.52517686,20.32677987
2002/1/5 0:40,18.57419232,20.28275095
2002/1/5 0:50,18.68745933,20.23375484
2002/1/5 1:00,18.79720162,20.19765907
2002/1/5 1:10,18.89245199,20.19683433
2002/1/5 1:20,18.92954904,20.16094572
2002/1/5 1:30,18.82713929,20.05432256
2002/1/5 1:40,18.7783274,20.02014107
2002/1/5 1:50,18.70724023,19.95304612
2002/1/5 2:00,18.55001504,19.84091396
2002/1/5 2:10,18.48576721,19.81480145
2002/1/5 2:20,18.47182921,19.71107775
2002/1/5 2:30,18.4914099,19.60559271
2002/1/5 2:40,18.55654678,19.53798975
2002/1/5 2:50,18.73716605,19.55523551
2002/1/5 3:00,18.85292306,19.52150073
2002/1/5 3:10,18.76820337,19.42570389
2002/1/5 3:20,18.6786241,19.37048801
2002/1/5 3:30,18.62960028,19.33335424
2002/1/5 3:40,18.60205309,19.30070033
2002/1/5 3:50,18.53528865,19.20879237
2002/1/5 4:00,18.46731216,19.08171079
2002/1/5 4:10,18.54215835,19.04031413
2002/1/5 4:20,18.54092408,18.93300076
2002/1/5 4:30,18.4872967,18.82570221
2002/1/5 4:40,18.56574465,18.82518738
